,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth,run,mean_wolves,mean_sheep,mean_grass,wolves,sheep,grass
997,62,188,12,25,15,5,72,22,84.47237071923604,84.47237071923604,1714.3611504551518,98.0,16.0,1702.0
998,62,188,12,25,15,5,72,23,86.34193593662735,86.34193593662735,1706.0568026290648,141.0,26.0,1511.0
999,62,188,12,25,15,5,72,24,88.05026926996068,88.05026926996068,1697.3484692957315,182.0,27.0,1302.0
1000,62,188,12,25,15,5,72,25,85.37026926996069,85.37026926996069,1702.3884692957313,115.0,87.0,1428.0
1001,62,188,12,25,15,5,72,26,87.13950003919146,87.13950003919146,1692.6192385265006,161.0,126.0,1174.0
1002,62,188,12,25,15,5,72,27,84.17653707622848,84.17653707622848,1710.8044237116858,81.0,51.0,1665.0
1003,62,188,12,25,15,5,72,28,85.6408227905142,85.6408227905142,1702.697280854543,122.0,65.0,1438.0
1004,62,188,12,25,15,5,72,29,85.22702968706592,85.22702968706592,1707.8696946476462,110.0,57.0,1588.0
1005,62,188,12,25,15,5,72,30,89.99369635373259,89.99369635373259,1691.7696946476462,253.0,72.0,1105.0
1006,62,188,12,25,15,5,72,31,84.18724474082937,84.18724474082937,1717.3180817444204,73.0,31.0,1897.0
1007,62,188,12,25,15,5,72,32,84.93724474082937,84.93724474082937,1710.7243317444204,97.0,24.0,1686.0
1008,62,188,12,25,15,5,72,33,86.39179019537482,86.39179019537482,1705.0879681080569,145.0,37.0,1500.0
1009,62,188,12,25,15,5,72,34,84.98002548949249,84.98002548949249,1712.029144578645,97.0,16.0,1736.0
1010,62,188,12,25,15,5,72,35,86.83716834663535,86.83716834663535,1705.8577160072164,162.0,76.0,1520.0
1011,62,188,12,25,15,5,72,36,86.30939056885757,86.30939056885757,1705.774382673883,143.0,13.0,1517.0
1012,62,188,12,25,15,15,25,1,573.0,85.0,1351.0,573.0,85.0,1351.0
1013,62,188,12,25,15,15,25,2,417.5,417.5,1130.0,262.0,389.0,909.0
1014,62,188,12,25,15,15,25,3,353.5,353.5,1626.6666666666667,70.0,27.0,2399.0
1015,62,188,12,25,15,15,25,4,341.25,341.25,1589.6666666666667,21.0,52.0,2251.0
1016,62,188,12,25,15,15,25,5,403.05,403.05,1276.4666666666667,330.0,413.0,685.0
1017,62,188,12,25,15,15,25,6,374.55,374.55,1344.3000000000002,159.0,340.0,1092.0
1018,62,188,12,25,15,15,25,7,376.2642857142858,376.2642857142858,1275.4428571428575,171.0,582.0,610.0
1019,62,188,12,25,15,15,25,8,375.5142857142858,375.5142857142858,1406.3178571428575,165.0,122.0,1657.0
1020,62,188,12,25,15,15,25,9,371.29206349206356,371.29206349206356,1460.762301587302,127.0,52.0,2147.0
1021,62,188,12,25,15,15,25,10,363.8920634920636,363.8920634920636,1351.562301587302,53.0,407.0,1055.0
1022,62,188,12,25,15,15,25,11,363.1647907647909,363.1647907647909,1475.835028860029,45.0,26.0,2422.0
1023,62,188,12,25,15,15,25,12,359.9981240981242,359.9981240981242,1437.9183621933626,7.0,138.0,1967.0
1024,62,188,12,25,15,15,25,13,388.61350871350885,388.61350871350885,1349.9183621933626,379.0,359.0,823.0
1025,62,188,12,25,15,15,25,14,370.8992229992231,370.8992229992231,1413.8469336219339,131.0,109.0,1718.0
1026,62,188,12,25,15,15,25,15,384.43255633255643,384.43255633255643,1341.646933621934,334.0,410.0,635.0
1027,62,188,12,25,15,15,25,16,378.12005633255643,378.12005633255643,1335.459433621934,233.0,564.0,536.0
1028,62,188,12,25,15,15,25,17,368.8259386854976,368.8259386854976,1404.8123747984046,75.0,152.0,1715.0
1029,62,188,12,25,15,15,25,18,365.32593868549765,365.32593868549765,1427.034597020627,12.0,104.0,2115.0
1030,62,188,12,25,15,15,25,19,371.5890965802344,371.5890965802344,1352.77143912589,131.0,565.0,704.0
1031,62,188,12,25,15,15,25,20,366.23909658023445,366.23909658023445,1366.82143912589,24.0,500.0,985.0
1032,62,188,12,25,15,15,25,21,365.5248108659488,365.5248108659488,1420.2976296020806,9.0,114.0,2108.0
1033,62,188,12,25,15,15,25,22,366.20662904776697,366.20662904776697,1438.3885386929894,24.0,11.0,2506.0
1034,62,188,12,25,15,15,25,23,373.98923774341915,373.98923774341915,1383.953756084294,203.0,204.0,1254.0
1035,62,188,12,25,15,15,25,24,374.73923774341915,374.73923774341915,1395.203756084294,221.0,127.0,1524.0
1036,62,188,12,25,15,15,25,25,366.13923774341913,366.13923774341913,1417.563756084294,6.0,99.0,2083.0
1037,62,188,12,25,15,15,25,26,367.6776992818807,367.6776992818807,1405.6406791612171,46.0,157.0,1773.0
1038,62,188,12,25,15,15,25,27,378.011032615214,378.011032615214,1400.529568050106,325.0,86.0,1635.0
1039,62,188,12,25,15,15,25,28,381.761032615214,381.761032615214,1393.5652823358203,430.0,100.0,1440.0
1040,62,188,12,25,15,15,25,29,378.9334464083174,378.9334464083174,1376.6342478530617,348.0,260.0,949.0
1041,62,188,12,25,15,15,25,30,370.3001130749841,370.3001130749841,1389.7342478530618,89.0,291.0,1342.0
1042,62,188,12,25,15,15,25,31,388.2355969459518,388.2355969459518,1392.7342478530618,645.0,54.0,1435.0
1043,62,188,12,25,15,15,25,32,373.4543469459518,373.4543469459518,1369.3279978530618,172.0,530.0,686.0
1044,62,188,12,25,15,15,25,33,370.24222573383054,370.24222573383054,1414.0855736106375,66.0,68.0,2163.0
1045,62,188,12,25,15,15,25,34,390.9775198514776,390.9775198514776,1376.232632434167,771.0,171.0,876.0
1046,62,188,12,25,15,15,25,35,385.34894842290623,385.34894842290623,1374.08977529131,574.0,252.0,801.0
1047,62,188,12,25,15,15,25,36,371.84894842290623,371.84894842290623,1379.08977529131,88.0,382.0,981.0
1048,62,188,12,25,15,15,25,37,391.76786734182514,391.76786734182514,1370.333018534553,825.0,246.0,657.0
1049,62,188,12,25,15,15,25,38,372.1626041839304,372.1626041839304,1372.5435448503426,80.0,607.0,741.0
1050,62,188,12,25,15,15,25,39,378.3933734146996,378.3933734146996,1367.3640576708553,323.0,513.0,539.0
1051,62,188,12,25,15,15,25,40,382.3933734146996,382.3933734146996,1369.9140576708555,483.0,397.0,641.0
1052,62,188,12,25,15,15,25,41,374.8323978049435,374.8323978049435,1366.401862548904,173.0,669.0,497.0
1053,62,188,12,25,15,15,25,42,371.2847787573245,371.2847787573245,1375.2828149298566,24.0,497.0,870.0
1054,62,188,12,25,15,15,25,43,376.5871043387198,376.5871043387198,1389.6549079531123,252.0,163.0,1488.0
1055,62,188,12,25,15,15,25,44,384.8598316114471,384.8598316114471,1365.6776352258396,616.0,425.0,433.0
1056,62,188,12,25,15,15,25,45,374.6598316114471,374.6598316114471,1402.7443018925062,157.0,37.0,2101.0
1057,62,188,12,25,15,15,25,46,375.464179437534,375.464179437534,1389.548649718593,194.0,175.0,1494.0
1058,62,188,12,25,15,15,25,47,371.7833283737043,371.7833283737043,1392.4422667398696,21.0,267.0,1630.0
1059,62,188,12,25,15,15,25,48,372.1166617070376,372.1166617070376,1398.0881000732031,37.0,130.0,1901.0
1060,62,188,12,25,15,15,25,49,375.075845380507,375.075845380507,1372.4554470119785,182.0,515.0,645.0
1061,62,188,12,25,15,15,25,50,371.595845380507,371.595845380507,1408.2154470119785,8.0,27.0,2433.0
1062,62,188,12,25,15,15,25,51,375.53702185109523,375.53702185109523,1388.7644666198216,209.0,166.0,1441.0
1063,62,188,12,25,15,15,25,52,373.3639449280183,373.3639449280183,1385.1298512352062,96.0,238.0,1252.0
1064,62,188,12,25,15,15,25,53,374.49602039971643,374.49602039971643,1394.7713606691684,156.0,111.0,1763.0
1065,62,188,12,25,15,15,25,54,372.07009447379056,372.07009447379056,1403.25284215065,25.0,84.0,2221.0
1066,62,188,12,25,15,15,25,55,372.3973672010633,372.3973672010633,1382.6892057870134,43.0,483.0,1090.0
1067,62,188,12,25,15,15,25,56,378.8795100582061,378.8795100582061,1380.6177772155847,406.0,246.0,974.0
1068,62,188,12,25,15,15,25,57,372.2303872511886,372.2303872511886,1398.8633912506725,27.0,114.0,2014.0
1069,62,188,12,25,15,15,25,58,376.45452518222305,376.45452518222305,1389.4668395265346,272.0,139.0,1469.0
1070,62,188,12,25,15,15,25,59,373.9291014534095,373.9291014534095,1386.856670035009,123.0,266.0,1315.0
1071,62,188,12,25,15,15,25,60,376.9457681200762,376.9457681200762,1394.4900033683423,304.0,70.0,1773.0
1072,62,188,12,25,15,15,25,61,372.5687189397483,372.5687189397483,1386.3424623847357,37.0,306.0,1276.0
1073,62,188,12,25,15,15,25,62,372.21388023007086,372.21388023007086,1402.5682688363488,15.0,68.0,2282.0
1074,62,188,12,25,15,15,25,63,373.89641991261055,373.89641991261055,1400.2031894712693,121.0,53.0,2133.0
1075,62,188,12,25,15,15,25,64,376.77141991261055,376.77141991261055,1389.4063144712693,305.0,168.0,1442.0
1076,62,188,12,25,15,15,25,65,372.60218914337975,372.60218914337975,1386.9755452405002,34.0,319.0,1284.0
1077,62,188,12,25,15,15,25,66,372.75370429489493,372.75370429489493,1388.9755452405,44.0,282.0,1416.0
1078,62,188,12,25,15,15,25,67,375.91788339937256,375.91788339937256,1378.169575091246,256.0,392.0,692.0
1079,62,188,12,25,15,15,25,68,374.3737657523137,374.3737657523137,1386.463692738305,151.0,205.0,1256.0
1080,62,188,12,25,15,15,25,69,374.24333096970497,374.24333096970497,1394.3767362165659,142.0,126.0,1802.0
1081,62,188,12,25,15,15,25,70,375.9719023982764,375.9719023982764,1395.5624505022802,263.0,38.0,1885.0
1082,62,188,12,25,15,15,25,71,373.95781789123413,373.95781789123413,1394.759633600872,120.0,136.0,1828.0
1083,62,188,12,25,15,15,25,72,372.8744845579008,372.8744845579008,1386.370744711983,42.0,322.0,1224.0
1084,62,188,12,25,15,15,25,73,374.5320188044762,374.5320188044762,1390.1104707393802,163.0,160.0,1497.0
1085,62,188,12,25,15,15,25,74,372.85634312880046,372.85634312880046,1397.7456058745154,39.0,66.0,2062.0
1086,62,188,12,25,15,15,25,75,373.0030097954672,373.0030097954672,1389.572272541182,50.0,234.0,1449.0
1087,62,188,12,25,15,15,25,76,372.6345887428356,372.6345887428356,1403.1249041201295,22.0,17.0,2479.0
1088,62,188,12,25,15,15,25,77,372.6995238077707,372.6995238077707,1399.917111912337,27.0,68.0,2232.0
1089,62,188,12,25,15,15,72,1,125.0,159.0,941.0,125.0,159.0,941.0
1090,62,188,12,25,15,15,72,2,154.5,154.5,887.0,184.0,165.0,833.0
1091,62,188,12,25,15,15,72,3,122.5,122.5,881.6666666666666,88.0,234.0,817.0
1092,62,188,12,25,15,15,72,4,116.0,116.0,895.1666666666666,62.0,197.0,871.0
1093,62,188,12,25,15,15,72,5,118.2,118.2,869.7666666666667,73.0,332.0,744.0
1094,62,188,12,25,15,15,72,6,141.36666666666667,141.36666666666667,853.9333333333333,212.0,276.0,649.0
1095,62,188,12,25,15,15,72,7,129.65238095238098,129.65238095238098,842.3619047619047,130.0,455.0,568.0
1096,62,188,12,25,15,15,72,8,126.77738095238098,126.77738095238098,886.9869047619047,107.0,33.0,925.0
1097,62,188,12,25,15,15,72,9,116.66626984126985,116.66626984126985,917.4313492063492,16.0,19.0,1199.0
1098,62,188,12,25,15,15,72,10,170.86626984126985,170.86626984126985,834.5313492063491,558.0,271.0,370.0
1099,62,188,12,25,15,15,72,11,128.4117243867244,128.4117243867244,892.258621933622,91.0,126.0,1005.0
1100,62,188,12,25,15,15,72,12,135.9117243867244,135.9117243867244,870.0086219336221,181.0,250.0,738.0
1101,62,188,12,25,15,15,72,13,127.06557054057056,127.06557054057056,883.3932373182374,66.0,28.0,912.0
1102,62,188,12,25,15,15,72,14,128.35128482628485,128.35128482628485,884.4646658896661,84.0,166.0,927.0
1103,62,188,12,25,15,15,72,15,142.15128482628486,142.15128482628486,847.5313325563327,291.0,468.0,373.0
1104,62,188,12,25,15,15,72,16,143.90128482628484,143.90128482628484,868.5938325563327,319.0,160.0,710.0
1105,62,188,12,25,15,15,72,17,135.19540247334368,135.19540247334368,865.9467737328033,171.0,208.0,665.0
1106,62,188,12,25,15,15,72,18,126.86206914001033,126.86206914001033,898.0578848439144,21.0,76.0,1243.0
1107,62,188,12,25,15,15,72,19,127.17785861369454,127.17785861369454,892.1631480018091,27.0,17.0,1131.0
1108,62,188,12,25,15,15,72,20,130.62785861369454,130.62785861369454,879.6131480018091,96.0,228.0,880.0
1109,62,188,12,25,15,15,72,21,129.72309670893264,129.72309670893264,876.9941003827615,77.0,195.0,825.0
1110,62,188,12,25,15,15,72,22,129.54127852711446,129.54127852711446,889.3577367463979,73.0,98.0,1097.0
1111,62,188,12,25,15,15,72,23,138.71519157059274,138.71519157059274,856.749041094224,284.0,442.0,347.0
1112,62,188,12,25,15,15,72,24,127.67352490392607,127.67352490392607,887.999041094224,19.0,151.0,1097.0
1113,62,188,12,25,15,15,72,25,129.43352490392607,129.43352490392607,880.319041094224,63.0,151.0,905.0
1114,62,188,12,25,15,15,72,26,138.5104479808491,138.5104479808491,875.0113487865316,299.0,88.0,767.0
1115,62,188,12,25,15,15,72,27,128.21415168455283,128.21415168455283,892.8261636013464,21.0,51.0,1248.0
1116,62,188,12,25,15,15,72,28,134.10700882740997,134.10700882740997,877.8618778870606,186.0,50.0,829.0
1117,62,188,12,25,15,15,72,29,131.93459503430654,131.93459503430654,873.5515330594744,123.0,240.0,704.0
1118,62,188,12,25,15,15,72,30,130.56792836763987,130.56792836763987,874.7515330594745,82.0,395.0,740.0
1119,62,188,12,25,15,15,72,31,133.76147675473663,133.76147675473663,872.1386298336681,181.0,309.0,659.0
1120,62,188,12,25,15,15,72,32,128.44897675473663,128.44897675473663,888.7636298336681,11.0,90.0,1191.0
1121,62,188,12,25,15,15,72,33,128.96412826988814,128.96412826988814,884.8242358942742,28.0,205.0,1061.0
1122,62,188,12,25,15,15,72,34,134.17001062282932,134.17001062282932,878.9418829530978,205.0,106.0,861.0
1123,62,188,12,25,15,15,72,35,132.3414391942579,132.3414391942579,880.1133115245264,141.0,106.0,902.0
1124,62,188,12,25,15,15,72,36,130.3414391942579,130.3414391942579,873.8355337467485,69.0,379.0,676.0
1125,62,188,12,25,15,15,72,37,130.7468445996633,130.7468445996633,880.1058040170187,84.0,306.0,908.0
1126,62,188,12,25,15,15,72,38,129.32579196808436,129.32579196808436,889.6058040170187,30.0,25.0,1269.0
1127,62,188,12,25,15,15,72,39,134.30015094244337,134.30015094244337,866.939137350352,224.0,565.0,385.0
1128,62,188,12,25,15,15,72,40,132.60015094244335,132.60015094244335,872.389137350352,156.0,418.0,603.0
1129,62,188,12,25,15,15,72,41,137.03917533268725,137.03917533268725,869.1940153991325,338.0,298.0,472.0
1130,62,188,12,25,15,15,72,42,132.77727057078246,132.77727057078246,878.6940153991325,159.0,226.0,871.0
1131,62,188,12,25,15,15,72,43,136.8470380126429,136.8470380126429,866.8335502828534,334.0,486.0,361.0
1132,62,188,12,25,15,15,72,44,132.02885619446113,132.02885619446113,876.9244593737625,122.0,213.0,805.0
1133,62,188,12,25,15,15,72,45,131.67330063890554,131.67330063890554,875.6577927070957,106.0,177.0,748.0
1134,62,188,12,25,15,15,72,46,132.73851803020992,132.73851803020992,870.3099666201393,155.0,438.0,502.0
1135,62,188,12,25,15,15,72,47,131.22787973233756,131.22787973233756,879.990817683969,84.0,146.0,957.0
1136,62,188,12,25,15,15,72,48,131.08204639900424,131.08204639900424,881.4699843506356,77.0,137.0,1028.0
1137,62,188,12,25,15,15,72,49,131.16367905206545,131.16367905206545,881.6536578200235,81.0,54.0,1037.0
1138,62,188,12,72,5,5,25,1,31.0,8.0,2466.0,31.0,8.0,2466.0
1139,62,188,12,72,5,5,25,2,27.5,27.5,2533.5,24.0,0.0,2601.0
1140,62,188,12,72,5,5,25,3,22.833333333333332,22.833333333333332,2533.5,10.0,0.0,2601.0
1141,62,188,12,72,5,5,72,1,15.0,17.0,2312.0,15.0,17.0,2312.0
1142,62,188,12,72,5,5,72,2,21.5,21.5,2381.0,28.0,4.0,2450.0
1143,62,188,12,72,5,5,72,3,20.5,20.5,2394.0,25.0,1.0,2489.0
1144,62,188,12,72,5,5,72,4,21.25,21.25,2353.5,28.0,8.0,2327.0
1145,62,188,12,72,5,5,72,5,20.45,20.45,2383.7,24.0,0.0,2478.0
1146,62,188,12,72,5,5,72,6,22.61666666666667,22.61666666666667,2370.0333333333333,37.0,1.0,2396.0
1147,62,188,12,72,5,5,72,7,20.902380952380952,20.902380952380952,2368.461904761905,25.0,7.0,2385.0
1148,62,188,12,72,5,5,72,8,20.902380952380952,20.902380952380952,2388.461904761905,25.0,0.0,2545.0
1149,62,188,12,72,5,15,25,1,0.0,0.0,2601.0,0.0,0.0,2601.0
1150,62,188,12,72,5,15,25,2,0.0,0.0,2601.0,0.0,0.0,2601.0
1151,62,188,12,72,5,15,72,1,0.0,0.0,2174.0,0.0,0.0,2174.0
1152,62,188,12,72,15,5,25,1,375.0,1.0,2544.0,375.0,1.0,2544.0
1153,62,188,12,72,15,5,25,2,399.0,399.0,2572.5,423.0,0.0,2601.0
1154,62,188,12,72,15,5,25,3,415.0,415.0,2572.5,471.0,0.0,2601.0
1155,62,188,12,72,15,5,72,1,410.0,2.0,2157.0,410.0,2.0,2157.0
1156,62,188,12,72,15,5,72,2,306.5,306.5,2218.5,203.0,0.0,2280.0
1157,62,188,12,72,15,5,72,3,407.5,407.5,2169.8333333333335,506.0,0.0,2134.0
1158,62,188,12,72,15,5,72,4,385.75,385.75,2210.0833333333335,419.0,0.0,2295.0
1159,62,188,12,72,15,5,72,5,366.15,366.15,2201.2833333333338,321.0,0.0,2251.0
1160,62,188,12,72,15,5,72,6,368.31666666666666,368.31666666666666,2178.4500000000003,334.0,0.0,2114.0
1161,62,188,12,72,15,5,72,7,373.60238095238094,373.60238095238094,2177.878571428572,371.0,2.0,2110.0
1162,62,188,12,72,15,5,72,8,372.85238095238094,372.85238095238094,2179.8785714285714,365.0,0.0,2126.0
1163,62,188,12,72,15,5,72,9,358.85238095238094,358.85238095238094,2202.5452380952383,239.0,0.0,2330.0
1164,62,188,12,72,15,5,72,10,365.1523809523809,365.1523809523809,2177.5452380952383,302.0,0.0,2080.0
1165,62,188,12,72,15,5,72,11,350.51601731601727,350.51601731601727,2200.8179653679654,141.0,0.0,2336.0
1166,62,188,12,72,15,5,72,12,365.43268398268395,365.43268398268395,2188.317965367966,320.0,0.0,2186.0
1167,62,188,12,72,15,5,72,13,363.97114552114544,363.97114552114544,2185.4718115218116,301.0,0.0,2149.0
1168,62,188,12,72,15,5,72,14,363.3997169497169,363.3997169497169,2184.9718115218116,293.0,0.0,2142.0
1169,62,188,12,72,15,5,72,15,364.5330502830502,364.5330502830502,2179.8384781884783,310.0,0.0,2065.0
1170,62,188,12,72,15,5,72,16,364.4080502830502,364.4080502830502,2189.4009781884783,308.0,0.0,2218.0
1171,62,188,12,72,15,5,72,17,368.466873812462,368.466873812462,2188.9892134825964,377.0,0.0,2211.0
1172,62,188,12,72,15,5,72,18,367.0224293680175,367.0224293680175,2179.711435704818,351.0,0.0,2044.0
1173,62,188,12,72,15,5,72,19,364.65400831538597,364.65400831538597,2180.1324883363973,306.0,0.0,2052.0
1174,62,188,12,72,15,5,72,20,363.15400831538597,363.15400831538597,2192.2824883363974,276.0,0.0,2295.0
1175,62,188,12,72,15,5,72,21,360.15400831538597,360.15400831538597,2195.9015359554446,213.0,0.0,2371.0
1176,62,188,12,72,15,5,72,22,364.56309922447684,364.56309922447684,2187.3560814099906,310.0,0.0,2183.0
1177,62,188,12,72,15,5,72,23,361.5630992244769,361.5630992244769,2190.7908640186865,241.0,0.0,2262.0
1178,62,188,12,72,15,5,72,24,365.9797658911436,365.9797658911436,2187.7075306853526,347.0,0.0,2188.0
1179,62,188,12,72,15,5,72,25,365.2997658911435,365.2997658911435,2191.3875306853524,330.0,0.0,2280.0
1180,62,188,12,72,15,5,72,26,366.14591973729733,366.14591973729733,2189.81060760843,352.0,0.0,2239.0
1181,62,188,12,72,15,5,72,27,367.73851232988994,367.73851232988994,2176.3291261269483,395.0,2.0,1875.0
1182,62,188,12,72,15,5,72,28,359.73851232988994,359.73851232988994,2191.0791261269483,171.0,0.0,2288.0
1183,62,188,12,72,15,5,72,29,364.841960605752,364.841960605752,2190.9067123338446,319.0,0.0,2283.0
1184,62,188,12,72,15,5,72,30,368.50862727241866,368.50862727241866,2188.9733790005116,429.0,0.0,2225.0
1185,62,188,12,72,15,5,72,31,362.66991759499933,362.66991759499933,2191.0056370650273,248.0,0.0,2288.0
1186,62,188,12,72,15,5,72,32,361.41991759499933,361.41991759499933,2190.2556370650273,208.0,0.0,2264.0
1187,62,188,12,72,15,5,72,33,361.116887291969,361.116887291969,2188.0738188832092,198.0,0.0,2192.0
1188,62,188,12,72,15,5,72,34,365.5286519978514,365.5286519978514,2183.573818883209,348.0,0.0,2039.0
1189,62,188,12,72,15,5,72,35,362.78579485499426,362.78579485499426,2188.0881045974943,252.0,0.0,2197.0
1190,62,188,12,72,15,5,72,36,362.14690596610535,362.14690596610535,2190.2269934863834,229.0,0.0,2274.0
1191,62,188,12,72,15,5,72,37,364.06582488502426,364.06582488502426,2189.524290783681,300.0,0.0,2248.0
1192,62,188,12,72,15,5,72,38,365.77635120081374,365.77635120081374,2188.4453434152597,365.0,0.0,2207.0
1193,62,188,12,72,15,5,72,39,364.90455632901893,364.90455632901893,2190.727394697311,331.0,0.0,2296.0
1194,62,188,12,72,15,5,72,40,364.9045563290189,364.9045563290189,2187.227394697311,331.0,0.0,2156.0
1195,62,188,12,72,15,15,25,1,0.0,0.0,2601.0,0.0,0.0,2601.0
1196,62,188,12,72,15,15,25,2,0.0,0.0,2601.0,0.0,0.0,2601.0
1197,62,188,12,72,15,15,72,1,481.0,613.0,62.0,481.0,613.0,62.0
1198,62,188,12,72,15,15,72,2,241.5,241.5,902.5,2.0,159.0,1743.0
1199,62,188,12,72,15,15,72,3,240.83333333333334,240.83333333333334,1059.8333333333333,0.0,0.0,2215.0
1200,62,188,12,72,15,15,72,4,240.83333333333337,240.83333333333337,1039.3333333333333,0.0,0.0,2133.0
1201,62,188,38,25,5,5,25,1,100.0,597.0,461.0,100.0,597.0,461.0
1202,62,188,38,25,5,5,25,2,116.0,116.0,447.0,132.0,657.0,433.0
1203,62,188,38,25,5,5,25,3,80.66666666666667,80.66666666666667,454.0,26.0,564.0,454.0
1204,62,188,38,25,5,5,25,4,76.66666666666667,76.66666666666667,540.5,10.0,341.0,800.0
1205,62,188,38,25,5,5,25,5,96.46666666666667,96.46666666666667,491.7,109.0,505.0,556.0
1206,62,188,38,25,5,5,25,6,86.13333333333334,86.13333333333334,483.0333333333333,47.0,585.0,504.0
1207,62,188,38,25,5,5,25,7,94.27619047619048,94.27619047619048,493.46190476190475,104.0,450.0,577.0
1208,62,188,38,25,5,5,25,8,82.90119047619048,82.90119047619048,503.21190476190475,13.0,405.0,655.0
1209,62,188,38,25,5,5,25,9,82.90119047619048,82.90119047619048,480.65634920634915,13.0,588.0,452.0
1210,62,188,38,25,5,5,72,1,21.0,563.0,167.0,21.0,563.0,167.0
1211,62,188,38,25,5,5,72,2,20.0,20.0,206.0,19.0,463.0,245.0
1212,62,188,38,25,5,5,72,3,21.666666666666668,21.666666666666668,224.33333333333334,24.0,385.0,300.0
1213,62,188,38,25,5,5,72,4,23.916666666666668,23.916666666666668,201.83333333333334,33.0,487.0,210.0
1214,62,188,38,25,5,5,72,5,20.31666666666667,20.31666666666667,256.43333333333334,15.0,248.0,483.0
1215,62,188,38,25,5,5,72,6,28.816666666666666,28.816666666666666,215.10000000000002,66.0,414.0,235.0
1216,62,188,38,25,5,5,72,7,30.245238095238097,30.245238095238097,199.95714285714288,76.0,547.0,129.0
1217,62,188,38,25,5,5,72,8,22.870238095238097,22.870238095238097,236.33214285714288,17.0,252.0,420.0
1218,62,188,38,25,5,5,72,9,26.203571428571433,26.203571428571433,208.33214285714288,47.0,554.0,168.0
1219,62,188,38,25,5,5,72,10,25.903571428571432,25.903571428571432,218.63214285714284,44.0,414.0,271.0
1220,62,188,38,25,5,5,72,11,29.903571428571432,29.903571428571432,213.54123376623377,88.0,405.0,215.0
1221,62,188,38,25,5,5,72,12,24.070238095238096,24.070238095238096,216.12456709956712,18.0,450.0,246.0
1222,62,188,38,25,5,5,72,13,26.76254578754579,26.76254578754579,208.27841325341328,53.0,513.0,144.0
1223,62,188,38,25,5,5,72,14,23.405402930402932,23.405402930402932,229.06412753912758,6.0,316.0,435.0
1224,62,188,38,25,5,5,72,15,25.738736263736264,25.738736263736264,209.99746087246092,41.0,528.0,149.0
1225,62,188,38,25,5,5,72,16,23.738736263736264,23.738736263736264,215.12246087246092,9.0,433.0,231.0
1226,62,188,38,25,5,5,72,17,30.62108920491274,30.62108920491274,220.06363734304915,126.0,298.0,315.0
1227,62,188,38,25,5,5,72,18,27.121089204912735,27.121089204912735,212.8969706763825,63.0,507.0,186.0
1228,62,188,38,25,5,5,72,19,24.91056288912326,24.91056288912326,213.84433909743515,21.0,430.0,204.0
1229,62,188,38,25,5,5,72,20,25.560562889123258,25.560562889123258,208.34433909743512,34.0,666.0,94.0
1230,62,188,38,25,5,5,72,21,27.179610508170878,27.179610508170878,215.58243433553037,68.0,407.0,246.0
1231,62,188,38,25,5,5,72,22,26.497792326352695,26.497792326352695,211.17334342643946,53.0,524.0,149.0
1232,62,188,38,25,5,5,72,23,25.28040102200487,25.28040102200487,209.60812603513514,25.0,621.0,113.0
1233,62,188,38,25,5,5,72,24,29.947067688671538,29.947067688671538,216.44145936846846,137.0,290.0,277.0
1234,62,188,38,25,5,5,72,25,25.467067688671538,25.467067688671538,215.08145936846847,25.0,404.0,243.0
1235,62,188,38,25,5,5,72,26,27.043990765594614,27.043990765594614,213.08145936846844,66.0,424.0,191.0
1236,62,188,38,25,5,5,72,27,25.636583358187206,25.636583358187206,212.82220010920918,28.0,498.0,184.0
1237,62,188,38,25,5,5,72,28,25.815154786758633,25.815154786758633,219.46505725206632,33.0,310.0,370.0
1238,62,188,38,25,5,5,72,29,29.36687892468967,29.36687892468967,214.87885035551457,136.0,374.0,237.0
1239,62,188,38,25,5,5,72,30,29.100212258023003,29.100212258023003,214.14551702218122,128.0,349.0,215.0
1240,62,188,38,25,5,5,72,31,26.713115483829455,26.713115483829455,216.0164847641167,54.0,391.0,273.0
1241,62,188,38,25,5,5,72,32,25.806865483829455,25.806865483829455,211.6727347641167,25.0,592.0,134.0
1242,62,188,38,25,5,5,72,33,28.867471544435517,28.867471544435517,213.82424991563184,126.0,399.0,205.0
1243,62,188,38,25,5,5,72,34,27.102765662082575,27.102765662082575,211.38307344504364,66.0,539.0,122.0
1244,62,188,38,25,5,5,72,35,26.35990851922543,26.35990851922543,213.06878773075792,40.0,508.0,181.0
1245,62,188,38,25,5,5,72,36,26.026575185892096,26.026575185892096,218.09656550853572,28.0,326.0,362.0
1246,62,188,38,25,5,5,72,37,26.459007618324527,26.459007618324527,212.0695384815087,44.0,563.0,139.0
1247,62,188,38,25,5,5,72,38,26.45900761832453,26.45900761832453,212.7011174288771,44.0,534.0,163.0
1248,62,188,38,25,5,15,25,1,64.0,840.0,373.0,64.0,840.0,373.0
1249,62,188,38,25,5,15,25,2,47.0,47.0,392.5,30.0,702.0,412.0
1250,62,188,38,25,5,15,25,3,43.333333333333336,43.333333333333336,414.5,19.0,590.0,478.0
1251,62,188,38,25,5,15,25,4,38.583333333333336,38.583333333333336,398.0,0.0,639.0,412.0
1252,62,188,38,25,5,15,25,5,49.38333333333334,49.38333333333334,411.0,54.0,576.0,477.0
