,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth,runs,CV_sheep,CV_wolves,CV_grass
249,62,188,12,72,5,5,72,10,0.7827670272900032,2.2123950037166034,14.867547801846806
250,62,188,12,72,5,5,72,15,0.7998679089537998,2.164898545215774,16.508905189288797
251,62,188,12,72,5,5,72,20,0.819502463598276,2.218631636658478,16.203304820534225
252,62,188,12,72,5,15,25,3,0.0,0.0,0.0
253,62,188,12,72,5,15,25,5,0.6380253879670459,0.5371105458093506,11.317476782642052
254,62,188,12,72,5,15,25,7,0.551831462586864,0.43250013575969004,12.400275112643888
255,62,188,12,72,5,15,25,10,0.46367746357529477,0.32691409524031756,12.651964233095336
256,62,188,12,72,5,15,25,15,0.4308463831103544,0.2959958227513139,10.706807962994223
257,62,188,12,72,5,15,25,20,0.40302948819445483,0.26567899290145575,10.719787468318565
258,62,188,12,72,5,15,72,3,0.0,0.0,12.191476910996728
259,62,188,12,72,5,15,72,5,0.3535533905932738,0.0,13.400844953987376
260,62,188,12,72,5,15,72,7,0.31728821110732824,0.0,14.260853910412907
261,62,188,12,72,5,15,72,10,0.3819871379588403,0.0,15.8148512988157
262,62,188,12,72,5,15,72,15,0.41443398998227254,0.0,13.999378584282004
263,62,188,12,72,5,15,72,20,0.4230142899377609,0.0,14.545285355069252
264,62,188,12,72,15,5,25,3,0.0,3.6496815286624202,643.0032426574745
265,62,188,12,72,15,5,25,5,0.0,3.5202843552069703,1061.445555206044
266,62,188,12,72,15,5,25,7,0.0,4.322274202265525,456.4369818983884
267,62,188,12,72,15,5,25,10,0.0,4.537313044651961,436.0715379683256
268,62,188,12,72,15,5,25,15,0.0,4.880271674272682,381.8529514027836
269,62,188,12,72,15,5,25,20,0.12909944487358058,4.931073215887603,218.07407884912857
270,62,188,12,72,15,5,72,3,0.0,13.623034341754298,26.91995612234145
271,62,188,12,72,15,5,72,5,0.0,8.105061224206974,31.008634571783887
272,62,188,12,72,15,5,72,7,0.0,7.110977183233944,27.64237877066564
273,62,188,12,72,15,5,72,10,0.19999999999999998,6.5889168473223725,27.13915566609715
274,62,188,12,72,15,5,72,15,0.1869763604377564,5.6697706223461966,28.539359224210845
275,62,188,12,72,15,5,72,20,0.15240848551407127,5.317122704510383,27.748178678373673
276,62,188,12,72,15,15,25,3,1.0468753387493275,0.5773502691896258,1.246299397039049
277,62,188,12,72,15,15,25,5,0.7525555991785888,0.6428148862392673,1.5475182712577333
278,62,188,12,72,15,15,25,7,0.6913771795518615,0.29951990325756656,1.7763413199669122
279,62,188,12,72,15,15,25,10,0.6510751516871041,0.32219630748607647,1.9998586550186652
280,62,188,12,72,15,15,25,15,0.5649204470836082,0.31497162005842205,2.349844265404863
281,62,188,12,72,15,15,25,20,0.5839289250990238,0.33310228582024737,2.3339259238104053
282,62,188,12,72,15,15,72,3,1.022552881020131,0.7266542628918586,2.209685847893648
283,62,188,12,72,15,15,72,5,0.5097879618415297,0.4169355453188248,4.039774447990692
284,62,188,12,72,15,15,72,7,0.6532404096170984,0.4707524546247483,1.7462400108992344
285,62,188,12,72,15,15,72,10,0.7397444968805383,0.5427041733616172,1.6289226558573413
286,62,188,12,72,15,15,72,15,0.6224906663713955,0.37981451872886357,1.9221338304782285
287,62,188,12,72,15,15,72,20,0.6341914820437867,0.4003431673362305,1.8164787641367306
288,62,188,38,25,5,5,25,3,7.702375792068342,1.3702398184435214,9.261852780705778
289,62,188,38,25,5,5,25,5,5.369550297174642,2.5056085788484133,6.561841405911824
290,62,188,38,25,5,5,25,7,5.253853447082644,1.5105815238127296,6.490208456965604
291,62,188,38,25,5,5,25,10,4.133436383108236,1.6104956280695175,4.539655175404843
292,62,188,38,25,5,5,25,15,3.845521843243406,1.5908156889137879,4.245925116687976
293,62,188,38,25,5,5,25,20,3.87109421855133,1.6436085389535449,4.3802122390864415
294,62,188,38,25,5,5,72,3,15.191211069986942,2.9875271984342398,4.139615024205763
295,62,188,38,25,5,5,72,5,7.195756112681794,2.0329293887375783,2.971948491278241
296,62,188,38,25,5,5,72,7,7.343539121017671,1.893531256744348,3.3037640686022303
297,62,188,38,25,5,5,72,10,4.853858085948572,1.467707077286735,2.0609708078439337
298,62,188,38,25,5,5,72,15,4.648335406849602,1.4107214253538471,2.2286583758482417
299,62,188,38,25,5,5,72,20,4.939461060029663,1.5227733908967502,2.399593497306169
300,62,188,38,25,5,15,25,3,3.339595720046766,0.7317914527039935,4.203909758588218
301,62,188,38,25,5,15,25,5,3.4901864277639434,0.6287021091630428,3.2124538276732477
302,62,188,38,25,5,15,25,7,3.1460967356648286,0.702378407016185,3.9508753771692664
303,62,188,38,25,5,15,25,10,3.5082469612052827,0.6732190728248061,4.650622821075388
304,62,188,38,25,5,15,25,15,3.145036349404181,0.703296365675246,3.7298226519981865
305,62,188,38,25,5,15,25,20,3.12267614504215,0.5019003177569421,3.6790114431289145
306,62,188,38,25,5,15,72,3,2.131053665084131,0.5773502691896257,0.922024045718663
307,62,188,38,25,5,15,72,5,3.1550937217883206,0.43654368650376835,1.1970471329466905
308,62,188,38,25,5,15,72,7,3.5788298251428396,0.48356114685905993,1.1135871148862795
309,62,188,38,25,5,15,72,10,3.8754157416732844,0.4481736818721142,1.4207269791159916
310,62,188,38,25,5,15,72,15,3.4701492697966865,0.5146635931446035,1.3517369701577011
311,62,188,38,25,5,15,72,20,3.5497619083570053,0.39962873816905065,1.4017244884290743
312,62,188,38,25,15,5,25,3,0.0,3.6575846216208383,80.17966876733705
313,62,188,38,25,15,5,25,5,0.0,5.27648180082236,134.44007425979126
314,62,188,38,25,15,5,25,7,0.0,4.356948496213269,164.4470500474172
315,62,188,38,25,15,5,25,10,0.0,4.22511919758261,156.41730127967259
316,62,188,38,25,15,5,25,15,0.15811388300841897,3.9712493051760056,99.36315023704012
317,62,188,38,25,15,5,25,20,0.1290994448735807,3.980403619096784,112.56696729072532
318,62,188,38,25,15,5,72,3,0.8006407690254358,11.790040569663203,20.926878290290958
319,62,188,38,25,15,5,72,5,0.6002450479987809,5.465542614685771,14.612179049506732
320,62,188,38,25,15,5,72,7,0.35067502473511425,4.2435273165263165,13.35112656033307
321,62,188,38,25,15,5,72,10,0.30359872868298543,4.597556412088084,15.463649720948338
322,62,188,38,25,15,5,72,15,0.33435335152197937,4.0089311689236675,13.43878472802647
323,62,188,38,25,15,5,72,20,0.33804156086520604,4.223113855458851,12.996870126102072
324,62,188,38,25,15,15,25,3,0.9190235837806778,0.7851657981470088,2.1235629608227873
325,62,188,38,25,15,15,25,5,0.8368794159686629,0.8550398479578326,3.349104584421286
326,62,188,38,25,15,15,25,7,1.017162693405414,1.0013080676325488,2.682104130150252
327,62,188,38,25,15,15,25,10,0.9802260529125347,0.7811605162895163,2.684391834390744
328,62,188,38,25,15,15,25,15,1.0420674231776001,1.0044072556979344,2.2252308411695108
329,62,188,38,25,15,15,25,20,1.0622367690662609,0.9333022437861476,2.4044388837886697
330,62,188,38,25,15,15,72,3,1.1677108969889884,1.068830839650193,1.9687157581829928
331,62,188,38,25,15,15,72,5,0.9156300069199902,0.9114401991728404,2.5848835190181267
332,62,188,38,25,15,15,72,7,0.8781657662225749,0.822330275528558,3.251296605910732
333,62,188,38,25,15,15,72,10,0.8910413039341365,0.8318371756668209,3.119001293420172
334,62,188,38,25,15,15,72,15,1.0334608895354,0.9405111254504833,3.390426439344492
335,62,188,38,25,15,15,72,20,1.015288966221383,0.8631839148694845,3.1687466796347517
336,62,188,38,72,5,5,25,3,1.0465085928519267,3.0713545094584513,10.647071334416076
337,62,188,38,72,5,5,25,5,1.1049357067964367,2.7531557938365228,14.456875695660262
338,62,188,38,72,5,5,25,7,0.7588459558047037,2.194341194074048,16.66187490644549
339,62,188,38,72,5,5,25,10,0.6203106286963168,2.1289413038988165,17.214624043916707
340,62,188,38,72,5,5,25,15,0.7042872537589756,2.2013480756895625,18.612168338536254
341,62,188,38,72,5,5,25,20,0.71742983983956,2.1666668564034173,20.41999848179086
342,62,188,38,72,5,5,72,3,1.0,3.3752637027780716,32.82621996954248
343,62,188,38,72,5,5,72,5,0.9680659468302275,1.80750642527456,10.687015172065214
344,62,188,38,72,5,5,72,7,0.6587588076880108,1.6617651399582891,12.535830511152135
345,62,188,38,72,5,5,72,10,0.6554771923189621,1.7546236903776806,13.818381351981573
346,62,188,38,72,5,5,72,15,0.6870677214195005,1.8457490824992442,15.963897330387196
347,62,188,38,72,5,5,72,20,0.7239661443972809,2.0136761275735524,17.36742544958047
348,62,188,38,72,5,15,25,3,0.0,0.0,0.0
349,62,188,38,72,5,15,25,5,0.5245558329013057,0.0,36.35491822153126
350,62,188,38,72,5,15,25,7,0.4587832470716192,0.0,17.38693724544766
351,62,188,38,72,5,15,25,10,0.483015943562835,0.0,18.310882709673898
352,62,188,38,72,5,15,25,15,0.4797883063254149,0.0,18.5236820889817
353,62,188,38,72,5,15,25,20,0.4938595527161119,0.0,16.74872371974902
354,62,188,38,72,5,15,72,3,0.6843783363929514,0.0,3.738130213900755
355,62,188,38,72,5,15,72,5,0.6414736612920408,0.0,6.17763663373287
356,62,188,38,72,5,15,72,7,0.4761972210503032,0.0,7.635274936996813
357,62,188,38,72,5,15,72,10,0.5815088569768241,0.2,8.093756352519604
358,62,188,38,72,5,15,72,15,0.5784206386529653,0.22124600579890066,9.5176661301609
359,62,188,38,72,5,15,72,20,0.526854224444277,0.2069182479362688,10.957852200388267
360,62,188,38,72,15,5,25,3,0.0,3.425443409671072,2251.954724974135
361,62,188,38,72,15,5,25,5,0.0,4.373356850903254,3678.015922341827
362,62,188,38,72,15,5,25,7,0.0,3.960620374398202,5036.556642852998
363,62,188,38,72,15,5,25,10,0.0,4.043120830133226,1806.116137744887
364,62,188,38,72,15,5,25,15,0.0,4.2106847844850686,1233.3179391621288
365,62,188,38,72,15,5,25,20,0.0,3.7689742449038945,976.7047912139657
366,62,188,38,72,15,5,72,3,0.0,4.24093941686064,23.067653212135173
367,62,188,38,72,15,5,72,5,0.0,5.365712231065459,28.965601000185575
368,62,188,38,72,15,5,72,7,0.0,5.071292462597022,32.93243819288343
369,62,188,38,72,15,5,72,10,0.20000000000000007,5.541345244738787,35.46819750981365
370,62,188,38,72,15,5,72,15,0.21942686286812788,4.787253068600795,32.26599134597495
371,62,188,38,72,15,5,72,20,0.17846246916784614,5.3224288356828895,31.79108824891994
372,62,188,38,72,15,15,25,3,0.7776809339283479,0.5798917868327239,1.1967322610653084
373,62,188,38,72,15,15,25,5,0.7835165235926962,0.4880943915838988,1.43637078524784
374,62,188,38,72,15,15,25,7,0.6619131211707284,0.4987210823479372,1.5924624510911067
375,62,188,38,72,15,15,25,10,0.563986872282147,0.43188679483947046,1.939504996227143
376,62,188,38,72,15,15,25,15,0.44066078883168625,0.3518052336783495,2.4176559400207944
