density,directions,combination_number,ticks,burn_percentage,time_label,burn_percentage_noise,ticks_noise,mean_burn,mean_burn_noise,sd_burn,sd_burn_noise,trend_burn,trend_burn_noise,total_ticks,sample_size,sample_method,summarise_runs,datapoints,run
43,8,86,371,75.92530595543651,end,75.59930511512458,367,41.30972659501947,41.174353380091055,24.125370978696857,24.132548969362,0.2196183461667224,0.2201616779121381,371,198,full,full,timesteps,2
43,8,86,209,55.76472339000706,middle,54.89864888248811,209,49.623521039085134,49.49951919693393,25.469907697591108,25.711124587394725,0.2152832299618412,0.21300295353250093,418,198,full,full,timesteps,3
43,8,86,418,80.27084340935302,end,76.97940444371034,418,49.623521039085134,49.49951919693393,25.469907697591108,25.711124587394725,0.2152832299618412,0.21300295353250093,418,198,full,full,timesteps,3
43,8,86,190,47.26346111234212,middle,43.97653101334324,183,47.89746459022611,47.99321576560537,28.625909030124046,28.834435457724375,0.2632256558605608,0.26226866317671155,379,198,full,full,timesteps,4
43,8,86,379,88.61068025703524,end,83.967176537027,372,47.89746459022611,47.99321576560537,28.625909030124046,28.834435457724375,0.2632256558605608,0.26226866317671155,379,198,full,full,timesteps,4
43,8,86,237,60.21077455965804,middle,59.84967142373928,231,56.846216229410985,56.866764315522,27.83732344008779,27.921141138672265,0.21158163142548006,0.20487538962386154,474,198,full,full,timesteps,5
43,8,86,474,88.63217628417716,end,94.83688527957106,468,56.846216229410985,56.866764315522,27.83732344008779,27.921141138672265,0.21158163142548006,0.20487538962386154,474,198,full,full,timesteps,5
44,8,88,191,54.71425475037931,middle,54.14946409448533,200,52.6128200270754,52.65683484650854,30.220930854629817,30.43205576707056,0.2815135157451464,0.27959484937703516,381,198,full,full,timesteps,1
44,8,88,381,91.6516147677191,end,87.50485894671371,390,52.6128200270754,52.65683484650854,30.220930854629817,30.43205576707056,0.2815135157451464,0.27959484937703516,381,198,full,full,timesteps,1
44,8,88,175,51.71491560952691,middle,55.1520391974915,176,51.53715091154102,51.9361626235016,30.594919054559078,31.121916655971066,0.30620435942942037,0.3068698164283852,350,198,full,full,timesteps,2
44,8,88,350,91.98742274747912,end,88.63266133843828,351,51.53715091154102,51.9361626235016,30.594919054559078,31.121916655971066,0.30620435942942037,0.3068698164283852,350,198,full,full,timesteps,2
44,8,88,166,51.6491862567812,middle,49.5865272705437,164,50.110553257977635,50.29719904579696,28.985541504613842,29.038693368482253,0.3077706746809974,0.30433496889152734,331,198,full,full,timesteps,3
44,8,88,331,91.64556962025316,end,94.01074085234745,329,50.110553257977635,50.29719904579696,28.985541504613842,29.038693368482253,0.3077706746809974,0.30433496889152734,331,198,full,full,timesteps,3
44,8,88,182,52.5670860301069,middle,57.58912132430485,185,52.1399996353884,52.073569829348116,29.14858553951446,29.06928396698648,0.289371604695674,0.2782528609554203,363,198,full,full,timesteps,4
44,8,88,363,90.79703294305868,end,92.79279008137348,366,52.1399996353884,52.073569829348116,29.14858553951446,29.06928396698648,0.289371604695674,0.2782528609554203,363,198,full,full,timesteps,4
44,8,88,180,51.45524837697862,middle,54.445941541658684,184,51.29079751808939,51.34369538131444,27.73348859490923,28.261644320837203,0.2727476653556716,0.27176795906122875,359,198,full,full,timesteps,5
44,8,88,359,89.97009263987161,end,90.91371594777006,363,51.29079751808939,51.34369538131444,27.73348859490923,28.261644320837203,0.2727476653556716,0.27176795906122875,359,198,full,full,timesteps,5
45,8,90,180,56.71124318969787,middle,57.211825860953965,174,54.59820200161953,54.7500313345102,31.453889562540883,31.553890241001827,0.31309700700488197,0.3048976838055407,360,198,full,full,timesteps,1
45,8,90,360,93.70621948630864,end,101.05395602784246,354,54.59820200161953,54.7500313345102,31.453889562540883,31.553890241001827,0.31309700700488197,0.3048976838055407,360,198,full,full,timesteps,1
45,8,90,157,53.06474921574848,middle,53.584321386151124,151,52.13261635468352,52.36981176021006,29.240806673517348,29.239611644644608,0.32850445877833,0.32090318331990664,314,198,full,full,timesteps,2
45,8,90,314,94.022064784463,end,95.17704262122149,308,52.13261635468352,52.36981176021006,29.240806673517348,29.239611644644608,0.32850445877833,0.32090318331990664,314,198,full,full,timesteps,2
45,8,90,157,52.8208395271466,middle,51.30970490628607,151,51.35441055863124,51.29826784480671,30.022676194058107,30.264320966175124,0.3371836099060562,0.3328558275393743,314,198,full,full,timesteps,3
45,8,90,314,93.51596234161536,end,92.30989811410235,308,51.35441055863124,51.29826784480671,30.022676194058107,30.264320966175124,0.3371836099060562,0.3328558275393743,314,198,full,full,timesteps,3
45,8,90,167,54.91211774792798,middle,58.22992999468623,172,53.56462850389686,53.56450475985034,30.48992575422664,30.71066718187823,0.33379651092393514,0.3212630268093155,333,198,full,full,timesteps,4
45,8,90,333,93.21949128322376,end,99.0257086303536,338,53.56462850389686,53.56450475985034,30.48992575422664,30.71066718187823,0.33379651092393514,0.3212630268093155,333,198,full,full,timesteps,4
45,8,90,165,46.557862455497194,middle,48.82913268163457,169,49.85639467750222,49.94664663255454,28.86405615528609,29.002450955525347,0.29849302823323753,0.30028100886571824,330,198,full,full,timesteps,5
45,8,90,330,94.53628961190032,end,91.1341135526606,334,49.85639467750222,49.94664663255454,28.86405615528609,29.002450955525347,0.29849302823323753,0.30028100886571824,330,198,full,full,timesteps,5
46,8,92,170,55.68366746303798,middle,59.680850470490704,166,55.16549655075492,55.1516261478648,32.08147630590476,32.28541995803637,0.33377940935470596,0.3323132906820351,340,198,full,full,timesteps,1
46,8,92,340,95.73421972923374,end,93.02608139880036,336,55.16549655075492,55.1516261478648,32.08147630590476,32.28541995803637,0.33377940935470596,0.3323132906820351,340,198,full,full,timesteps,1
46,8,92,149,54.37364453165341,middle,50.17138605543312,159,52.562934125122155,52.38391047465648,29.67837878879329,29.748031894703406,0.3515951531818562,0.34399897202810586,297,198,full,full,timesteps,2
46,8,92,297,95.29760060587284,end,97.0833528689607,307,52.562934125122155,52.38391047465648,29.67837878879329,29.748031894703406,0.3515951531818562,0.34399897202810586,297,198,full,full,timesteps,2
46,8,92,155,54.48959160423931,middle,54.61367199852487,149,53.53450032684579,53.50092885796272,30.38329267268354,30.92049700840478,0.35144367930044407,0.3473995936782419,310,198,full,full,timesteps,3
46,8,92,310,95.0737045603618,end,95.64059031615353,304,53.53450032684579,53.50092885796272,30.38329267268354,30.92049700840478,0.35144367930044407,0.3473995936782419,310,198,full,full,timesteps,3
46,8,92,163,56.96585807259945,middle,52.47814332666734,154,53.302335293912925,53.17227323620877,30.131916525829322,30.186658884100012,0.32051836352551244,0.3197874427859537,325,198,full,full,timesteps,4
46,8,92,325,94.90133296209932,end,90.90437121037955,316,53.302335293912925,53.17227323620877,30.131916525829322,30.186658884100012,0.32051836352551244,0.3197874427859537,325,198,full,full,timesteps,4
46,8,92,145,52.76642511247724,middle,54.30930775343221,138,51.32358853369647,51.20536796641367,29.75182731233237,29.851922539906173,0.3615209505344973,0.3563487256543084,289,198,full,full,timesteps,5
46,8,92,289,94.90332108390288,end,90.40301636891506,282,51.32358853369647,51.20536796641367,29.75182731233237,29.851922539906173,0.3615209505344973,0.3563487256543084,289,198,full,full,timesteps,5
47,8,94,160,56.714343817787416,middle,55.724431175278326,170,55.3875216072397,55.0756186900548,31.93486023995407,31.849157007857208,0.360850424162016,0.34696562063265624,320,198,full,full,timesteps,1
47,8,94,320,96.51572668112796,end,99.62139518981596,330,55.3875216072397,55.0756186900548,31.93486023995407,31.849157007857208,0.360850424162016,0.34696562063265624,320,198,full,full,timesteps,1
47,8,94,153,54.6076580827828,middle,54.521345623483846,143,53.934105742899014,53.8086326441838,31.374156683412128,31.61619949307366,0.3685900628843468,0.3605036115144711,305,198,full,full,timesteps,2
47,8,94,305,96.49453957125522,end,86.568685451159,295,53.934105742899014,53.8086326441838,31.374156683412128,31.61619949307366,0.3685900628843468,0.3605036115144711,305,198,full,full,timesteps,2
47,8,94,151,53.65630712979891,middle,57.76084458187534,149,53.35642402939036,53.18720417928384,30.33010717704116,30.736923857084527,0.35894732909799426,0.3523111200003944,302,198,full,full,timesteps,3
47,8,94,302,95.89681088767011,end,96.1433943147556,300,53.35642402939036,53.18720417928384,30.33010717704116,30.736923857084527,0.35894732909799426,0.3523111200003944,302,198,full,full,timesteps,3
47,8,94,152,54.06996413830435,middle,58.17199265500987,147,52.95607476469101,53.170505396970675,31.083518808014443,31.045554557727186,0.3619300157486393,0.35301824231806556,304,198,full,full,timesteps,4
47,8,94,304,95.97740036538332,end,99.04739371415778,299,52.95607476469101,53.170505396970675,31.083518808014443,31.045554557727186,0.3619300157486393,0.35301824231806556,304,198,full,full,timesteps,4
47,8,94,154,56.52071404513305,middle,57.894862737684775,155,55.01627204052263,55.2890829667545,30.988097317345606,31.152818890373915,0.3616116919564471,0.353213312365415,308,198,full,full,timesteps,5
47,8,94,308,96.73964297743348,end,99.43340695815438,309,55.01627204052263,55.2890829667545,30.988097317345606,31.152818890373915,0.3616116919564471,0.353213312365415,308,198,full,full,timesteps,5
48,8,96,144,52.35376137042693,middle,47.61837321633031,138,52.01841200025818,51.699480734878435,31.0029408261966,31.13672400199803,0.3804795172996648,0.3745430638733489,287,198,full,full,timesteps,1
48,8,96,287,97.24121904256026,end,96.30567566798807,281,52.01841200025818,51.699480734878435,31.0029408261966,31.13672400199803,0.3804795172996648,0.3745430638733489,287,198,full,full,timesteps,1
48,8,96,141,51.48124855185198,middle,50.127757270624755,136,51.78163877289635,51.886992679392996,30.334428426769357,30.433626586485982,0.37786901194095157,0.3743356430310374,281,198,full,full,timesteps,2
48,8,96,281,97.2294859488266,end,94.55542106932559,276,51.78163877289635,51.886992679392996,30.334428426769357,30.433626586485982,0.37786901194095157,0.3743356430310374,281,198,full,full,timesteps,2
48,8,96,146,53.278987308214866,middle,53.21313087503153,139,52.72543767259993,53.02811482394603,30.243494627196075,30.07672547540429,0.36649779373591246,0.3578761841856919,291,198,full,full,timesteps,3
48,8,96,291,96.53047022566857,end,95.63913284257124,284,52.72543767259993,53.02811482394603,30.243494627196075,30.07672547540429,0.36649779373591246,0.3578761841856919,291,198,full,full,timesteps,3
48,8,96,143,53.3928276317964,middle,55.05387890596888,133,52.87226407702362,52.85823553278842,29.99679921316775,29.931915095728392,0.3691003017560611,0.36016494964703477,286,198,full,full,timesteps,4
48,8,96,286,97.08808461411336,end,98.1712879727275,276,52.87226407702362,52.85823553278842,29.99679921316775,29.931915095728392,0.3691003017560611,0.36016494964703477,286,198,full,full,timesteps,4
48,8,96,144,52.67895842363218,middle,55.378593480257045,142,52.33606591538025,52.56771204188955,30.445568360063127,30.6476473664915,0.3711977239133575,0.3666321450890142,288,198,full,full,timesteps,5
48,8,96,288,96.77924849131465,end,99.24684825325635,286,52.33606591538025,52.56771204188955,30.445568360063127,30.6476473664915,0.3711977239133575,0.3666321450890142,288,198,full,full,timesteps,5
49,8,98,143,53.11341011126293,middle,53.06451544530536,138,52.951711896666026,52.98555867191227,31.274193371039118,31.55582420618074,0.3864295066510052,0.38137678273871484,286,198,full,full,timesteps,1
49,8,98,286,97.82028759190578,end,102.09082968085364,281,52.951711896666026,52.98555867191227,31.274193371039118,31.55582420618074,0.3864295066510052,0.38137678273871484,286,198,full,full,timesteps,1
49,8,98,142,53.53909064355954,middle,53.39191047509341,137,53.402030330165196,53.63464020819252,30.50174093138289,30.86271820395087,0.3796171374790788,0.3759502531046849,284,198,full,full,timesteps,2
49,8,98,284,97.4361470807776,end,99.93183905730152,279,53.402030330165196,53.63464020819252,30.50174093138289,30.86271820395087,0.3796171374790788,0.3759502531046849,284,198,full,full,timesteps,2
49,8,98,140,52.32188088588686,middle,45.19173526664709,149,52.171453592761054,52.25853000887591,30.24700069443064,30.228097451183434,0.3793630338104142,0.3732368552541323,279,198,full,full,timesteps,3
49,8,98,279,97.82100409170616,end,91.65738992695985,288,52.171453592761054,52.25853000887591,30.24700069443064,30.228097451183434,0.3793630338104142,0.3732368552541323,279,198,full,full,timesteps,3
49,8,98,139,52.94746388546997,middle,52.62959296001798,146,52.20229076827933,52.507742415080024,30.21289719093796,30.62403832508124,0.3801345633803176,0.38076109808474107,278,198,full,full,timesteps,4
49,8,98,278,97.94649219407916,end,95.44016184841266,285,52.20229076827933,52.507742415080024,30.21289719093796,30.62403832508124,0.3801345633803176,0.38076109808474107,278,198,full,full,timesteps,4
49,8,98,145,53.48407188736781,middle,53.96701894721754,144,53.29914059425412,53.337257200105135,30.92020871060747,30.8209686704685,0.3790353485795499,0.37037892143283024,289,198,full,full,timesteps,5
49,8,98,289,97.70972555634852,end,98.8941051001348,288,53.29914059425412,53.337257200105135,30.92020871060747,30.8209686704685,0.3790353485795499,0.37037892143283024,289,198,full,full,timesteps,5
50,8,100,142,54.03544562029835,middle,53.27375872387219,143,53.797108482849154,54.07223337234815,31.240899658927848,31.481684923423828,0.3903546064675075,0.3831634314485719,284,198,full,full,timesteps,1
50,8,100,284,98.5177865612648,end,97.25533043703871,285,53.797108482849154,54.07223337234815,31.240899658927848,31.481684923423828,0.3903546064675075,0.3831634314485719,284,198,full,full,timesteps,1
50,8,100,138,52.34168550415485,middle,53.469782182761485,135,52.73308536600559,52.36603830314674,30.394836047535456,30.450678242786697,0.3855424650282482,0.38035975550056056,276,198,full,full,timesteps,2
50,8,100,276,98.2075201375402,end,97.5709141951609,273,52.73308536600559,52.36603830314674,30.394836047535456,30.450678242786697,0.3855424650282482,0.38035975550056056,276,198,full,full,timesteps,2
50,8,100,140,53.48637015781923,middle,54.41516516316367,137,53.21961847069451,53.17286071048407,30.55913229879144,30.46545170437726,0.3849413107134168,0.3758024207774829,279,198,full,full,timesteps,3
50,8,100,279,98.16036983899252,end,101.54636978527529,276,53.21961847069451,53.17286071048407,30.55913229879144,30.46545170437726,0.3849413107134168,0.3758024207774829,279,198,full,full,timesteps,3
50,8,100,139,52.86199602589578,middle,50.64552701022606,135,52.748574156474746,53.0278495262362,30.482309193343628,30.714642165049266,0.38557523840267527,0.3828485851911352,277,198,full,full,timesteps,4
50,8,100,277,98.39112877379657,end,96.9784273426946,273,52.748574156474746,53.0278495262362,30.482309193343628,30.714642165049266,0.38557523840267527,0.3828485851911352,277,198,full,full,timesteps,4
50,8,100,141,54.25055928411633,middle,52.86325356118555,146,53.943196679880955,53.73097478518503,30.724755751688843,30.737180204421318,0.38574624480664726,0.3764394860021776,282,198,full,full,timesteps,5
50,8,100,282,98.46915947587088,end,98.84723945832056,287,53.943196679880955,53.73097478518503,30.724755751688843,30.737180204421318,0.38574624480664726,0.3764394860021776,282,198,full,full,timesteps,5
51,8,102,138,53.02155804448881,middle,53.58266448568588,131,52.94014849499719,52.77726774713904,30.85882155825477,31.012247137137404,0.3926136225764969,0.3866487504293953,276,198,full,full,timesteps,1
51,8,102,276,98.8394222069697,end,95.5870973852719,269,52.94014849499719,52.77726774713904,30.85882155825477,31.012247137137404,0.3926136225764969,0.3866487504293953,276,198,full,full,timesteps,1
51,8,102,141,54.75478282545024,middle,57.683016543769526,142,54.13397789383756,54.11917143197396,30.949736884299504,31.012814216442386,0.3886804987413693,0.37971118131314746,282,198,full,full,timesteps,2
51,8,102,282,98.4763507197607,end,98.77358204731044,283,54.13397789383756,54.11917143197396,30.949736884299504,31.012814216442386,0.3886804987413693,0.37971118131314746,282,198,full,full,timesteps,2
51,8,102,139,53.90141812956831,middle,52.17270192864437,131,53.42567078342074,53.446973622542764,30.77012560831392,30.76529150196532,0.38940812231857863,0.38216792337187505,278,198,full,full,timesteps,3
51,8,102,278,98.68495033422876,end,99.65516794314553,270,53.42567078342074,53.446973622542764,30.77012560831392,30.76529150196532,0.38940812231857863,0.38216792337187505,278,198,full,full,timesteps,3
51,8,102,136,52.6637035182171,middle,54.5565302749433,145,52.46803859580642,52.83085338675007,30.509059121128622,30.4290855348134,0.39271715610850166,0.3847168731860092,272,198,full,full,timesteps,4
51,8,102,272,98.5601602604232,end,94.78466223461167,281,52.46803859580642,52.83085338675007,30.509059121128622,30.4290855348134,0.39271715610850166,0.3847168731860092,272,198,full,full,timesteps,4
51,8,102,139,52.52402346187446,middle,57.28701330897789,142,53.00208235624331,52.92510614476621,30.64095366846621,30.700116802226447,0.3881351032420418,0.38111822888033986,277,198,full,full,timesteps,5
51,8,102,277,98.6178709596905,end,103.69347149266112,280,53.00208235624331,52.92510614476621,30.64095366846621,30.700116802226447,0.3881351032420418,0.38111822888033986,277,198,full,full,timesteps,5
52,8,104,135,52.374977045969274,middle,46.921476345801224,128,52.52477335020029,52.67275594157343,30.547939155119906,30.76827224939368,0.3956077295868807,0.39300209624959725,270,198,full,full,timesteps,1
52,8,104,270,99.05735447144518,end,95.94398556691425,263,52.52477335020029,52.67275594157343,30.547939155119906,30.76827224939368,0.3956077295868807,0.39300209624959725,270,198,full,full,timesteps,1
52,8,104,136,53.14950980392157,middle,51.00071304745338,142,53.02851517445213,53.06379467684239,30.43960163646581,30.538622971292714,0.3919263835981478,0.3878527387100874,272,198,full,full,timesteps,2
52,8,104,272,98.88174019607844,end,91.64594468841258,278,53.02851517445213,53.06379467684239,30.43960163646581,30.538622971292714,0.3919263835981478,0.3878527387100874,272,198,full,full,timesteps,2
52,8,104,136,52.85187461585741,middle,48.9581581101483,130,52.7819041722405,52.811862755654055,30.376556325702257,30.86941302728899,0.39051623494113374,0.39061178912487093,272,198,full,full,timesteps,3
52,8,104,272,98.84449907805778,end,90.35819183706985,266,52.7819041722405,52.811862755654055,30.376556325702257,30.86941302728899,0.39051623494113374,0.39061178912487093,272,198,full,full,timesteps,3
52,8,104,136,52.737125711836384,middle,47.621895993545166,131,52.521216412947915,52.61964024470642,30.460456071304357,30.54788017042951,0.3926082164355334,0.3878729092997773,271,198,full,full,timesteps,4
52,8,104,271,98.95903496417856,end,96.99125008532108,266,52.521216412947915,52.61964024470642,30.460456071304357,30.54788017042951,0.3926082164355334,0.3878729092997773,271,198,full,full,timesteps,4
52,8,104,136,52.733188054387526,middle,51.73444507668846,132,52.44785887593691,52.290662997169704,30.530653850835925,31.138426863868837,0.39330750596518993,0.3954760850704707,271,198,full,full,timesteps,5
52,8,104,271,99.0423866670759,end,100.60928865057173,267,52.44785887593691,52.290662997169704,30.530653850835925,31.138426863868837,0.39330750596518993,0.3954760850704707,271,198,full,full,timesteps,5
53,8,106,135,52.8998136907266,middle,53.23192892532351,139,52.739164112798996,52.73955655656202,30.540498379569726,30.980026112909396,0.3969589518600878,0.3967569682412946,269,198,full,full,timesteps,1
53,8,106,269,99.2908227657912,end,102.94764258308115,273,52.739164112798996,52.73955655656202,30.540498379569726,30.980026112909396,0.3969589518600878,0.3967569682412946,269,198,full,full,timesteps,1
53,8,106,136,52.767948179691714,middle,47.65895762969347,130,52.986997293969466,52.82196042134243,30.45236871083176,30.55485704526015,0.39111137767648285,0.38622156686314224,272,198,full,full,timesteps,2
53,8,106,272,99.13932705571882,end,103.83554635714658,266,52.986997293969466,52.82196042134243,30.45236871083176,30.55485704526015,0.39111137767648285,0.38622156686314224,272,198,full,full,timesteps,2
53,8,106,135,52.89368240291627,middle,51.71378437882408,141,52.94970715601571,53.06197531947307,30.329945908043495,30.313792336894615,0.39268987358244173,0.38608244494397587,270,198,full,full,timesteps,3
53,8,106,270,99.1564486488115,end,100.82484522796726,276,52.94970715601571,53.06197531947307,30.329945908043495,30.313792336894615,0.39268987358244173,0.38608244494397587,270,198,full,full,timesteps,3
53,8,106,136,53.39896155346799,middle,53.55019669970201,144,52.76032900789406,52.70302020756189,30.553145456554713,30.409521205808513,0.3939316857068212,0.3859484807323269,271,198,full,full,timesteps,4
53,8,106,271,99.08760767129866,end,103.67336459522498,279,52.76032900789406,52.70302020756189,30.553145456554713,30.409521205808513,0.3939316857068212,0.3859484807323269,271,198,full,full,timesteps,4
53,8,106,138,54.87185650332002,middle,53.6858817818283,136,53.91635935479966,53.86063314600361,30.867213944576005,30.946544854663102,0.39276955261268043,0.38643397031877325,276,198,full,full,timesteps,5
53,8,106,276,99.20680227142986,end,104.6067865535715,274,53.91635935479966,53.86063314600361,30.867213944576005,30.946544854663102,0.39276955261268043,0.38643397031877325,276,198,full,full,timesteps,5
54,8,108,134,52.72287450587056,middle,50.440611684046274,134,52.84280189118717,52.84857095400651,30.553878600651696,30.63601052667286,0.3984721047674614,0.39397974540270425,268,198,full,full,timesteps,1
54,8,108,268,99.46899522095698,end,96.77141992391985,268,52.84280189118717,52.84857095400651,30.553878600651696,30.63601052667286,0.3984721047674614,0.39397974540270425,268,198,full,full,timesteps,1
54,8,108,141,55.30798703212496,middle,54.038786322812115,137,54.814161037010464,54.93387223314911,31.177141089905227,31.641176663955292,0.3937166922812104,0.39126332330004526,281,198,full,full,timesteps,2
54,8,108,281,99.3633952254642,end,100.14454322013788,277,54.814161037010464,54.93387223314911,31.177141089905227,31.641176663955292,0.3937166922812104,0.39126332330004526,281,198,full,full,timesteps,2
54,8,108,134,52.630802372591255,middle,51.72012459586929,126,52.692090349444975,52.75716277198751,30.3217192852627,30.90681054061556,0.3948711684970757,0.3953092270144507,268,198,full,full,timesteps,3
54,8,108,268,99.40095021689731,end,99.95714030229786,260,52.692090349444975,52.75716277198751,30.3217192852627,30.90681054061556,0.3948711684970757,0.3953092270144507,268,198,full,full,timesteps,3
54,8,108,137,54.00836425752489,middle,53.785814950269035,134,53.50822627726674,53.16651670048352,30.6870069352083,30.730514337561665,0.3951544198248132,0.3878921153417241,273,198,full,full,timesteps,4
54,8,108,273,99.13117747540792,end,98.59236153263231,270,53.50822627726674,53.16651670048352,30.6870069352083,30.730514337561665,0.3951544198248132,0.3878921153417241,273,198,full,full,timesteps,4
54,8,108,140,54.919388176932614,middle,51.918100414515166,141,54.56820439484564,54.71221162246795,31.02244751964629,30.987695492526395,0.39428004996288346,0.38474883177441627,279,198,full,full,timesteps,5
54,8,108,279,99.20274021142149,end,101.50017543190356,280,54.56820439484564,54.71221162246795,31.02244751964629,30.987695492526395,0.39428004996288346,0.38474883177441627,279,198,full,full,timesteps,5
55,8,110,134,52.85188725703195,middle,52.07561130545885,127,52.95522042174631,52.91377670227868,30.58112418108989,30.871465852311754,0.3991473054103418,0.39710330164178254,268,198,full,full,timesteps,1
55,8,110,268,99.56548188059442,end,98.16058410940667,261,52.95522042174631,52.91377670227868,30.58112418108989,30.871465852311754,0.3991473054103418,0.39710330164178254,268,198,full,full,timesteps,1
55,8,110,136,53.76590257049294,middle,54.40124610313448,135,53.410907482593245,53.633746418106064,30.6943906363827,31.180252172298488,0.3975322994993343,0.39720293238203563,271,198,full,full,timesteps,2
55,8,110,271,99.35955023618396,end,99.8294762249842,270,53.410907482593245,53.633746418106064,30.6943906363827,31.180252172298488,0.3975322994993343,0.39720293238203563,271,198,full,full,timesteps,2
55,8,110,141,55.732188442794154,middle,55.12721337900551,148,55.22009640057343,55.36509572390665,31.153113220675465,31.45193706579702,0.39447392332170345,0.38582795982635126,282,198,full,full,timesteps,3
55,8,110,282,99.23706196333256,end,98.688953267167,289,55.22009640057343,55.36509572390665,31.153113220675465,31.45193706579702,0.39447392332170345,0.38582795982635126,282,198,full,full,timesteps,3
55,8,110,135,53.36434287695374,middle,56.88389442620353,132,53.092220867656465,53.23128467513255,30.480278707289937,30.664897548599484,0.3964729797387998,0.3926237044009393,269,198,full,full,timesteps,4
55,8,110,269,99.37017883454192,end,95.3691299004582,266,53.092220867656465,53.23128467513255,30.480278707289937,30.664897548599484,0.3964729797387998,0.3926237044009393,269,198,full,full,timesteps,4
55,8,110,135,53.08659781918883,middle,53.040576339344305,137,53.222134613699836,53.19470215784357,30.58460508115517,30.697714763565052,0.39669928463422205,0.3922394155686726,270,198,full,full,timesteps,5
55,8,110,270,99.46922056193388,end,101.70205283248771,272,53.222134613699836,53.19470215784357,30.58460508115517,30.697714763565052,0.39669928463422205,0.3922394155686726,270,198,full,full,timesteps,5
56,8,112,134,53.06604444697379,middle,57.622909790126684,134,53.0728821815856,53.03642795837109,30.589369585781878,30.417639280064602,0.399340426786464,0.3910465405831348,268,198,full,full,timesteps,1
56,8,112,268,99.65569245653472,end,101.10522012122729,268,53.0728821815856,53.03642795837109,30.589369585781878,30.417639280064602,0.399340426786464,0.3910465405831348,268,198,full,full,timesteps,1
56,8,112,133,52.59499800603885,middle,52.19497669887912,130,52.705811700675376,52.693544402686214,30.27451908054335,30.372047885976684,0.396958253243211,0.3931059713493341,266,198,full,full,timesteps,2
56,8,112,266,99.4331453312824,end,95.21766619549535,263,52.705811700675376,52.693544402686214,30.27451908054335,30.372047885976684,0.396958253243211,0.3931059713493341,266,198,full,full,timesteps,2
56,8,112,133,52.487815935622805,middle,52.00354617932267,139,52.68461659077991,52.67162825787541,30.250575452780435,30.439611442079407,0.39669046809475256,0.39517894049585284,266,198,full,full,timesteps,3
56,8,112,266,99.4899693981639,end,101.44381324526282,272,52.68461659077991,52.67162825787541,30.250575452780435,30.439611442079407,0.39669046809475256,0.39517894049585284,266,198,full,full,timesteps,3
56,8,112,137,54.247734825460846,middle,57.81826102209529,137,53.94867674812004,54.18076933308039,30.836756554535036,30.74085704310981,0.3975702704181746,0.3875471130044479,273,198,full,full,timesteps,4
56,8,112,273,99.53702388729512,end,97.6363509269781,273,53.94867674812004,54.18076933308039,30.836756554535036,30.74085704310981,0.3975702704181746,0.3875471130044479,273,198,full,full,timesteps,4
56,8,112,134,53.18539930850762,middle,49.7048044708489,130,53.137834886103406,53.12470905440869,30.55191017447705,30.53422654571763,0.39882336779267136,0.3924187755955735,268,198,full,full,timesteps,5
56,8,112,268,99.65992178200986,end,101.2250469751413,264,53.137834886103406,53.12470905440869,30.55191017447705,30.53422654571763,0.39882336779267136,0.3924187755955735,268,198,full,full,timesteps,5
57,8,114,134,53.15602539362922,middle,56.23782438010156,129,53.15109994118676,52.78439216143108,30.581981267609937,30.427688331534675,0.3991518999682935,0.3909780458287695,268,198,full,full,timesteps,1
57,8,114,268,99.70635120396008,end,100.94442259995478,263,53.15109994118676,52.78439216143108,30.581981267609937,30.427688331534675,0.3991518999682935,0.3909780458287695,268,198,full,full,timesteps,1
57,8,114,133,52.82121576635802,middle,54.85758398431017,138,52.55166946322452,52.34338959151816,30.264147887741444,30.353935140168716,0.3980888465515181,0.39482013057071763,265,198,full,full,timesteps,2
57,8,114,265,99.55240999244693,end,102.57584760165359,270,52.55166946322452,52.34338959151816,30.264147887741444,30.353935140168716,0.3980888465515181,0.39482013057071763,265,198,full,full,timesteps,2
57,8,114,136,53.89543466755801,middle,47.876970742650784,144,53.593260926342026,53.47347062657324,30.61484756778487,30.746317290880413,0.39642624900231477,0.3898583319621798,271,198,full,full,timesteps,3
57,8,114,271,99.54318821202752,end,97.42747485610882,279,53.593260926342026,53.47347062657324,30.61484756778487,30.746317290880413,0.39642624900231477,0.3898583319621798,271,198,full,full,timesteps,3
57,8,114,135,53.69294373987373,middle,54.12969744734379,127,53.32805035109228,53.20651559835534,30.52632225558316,30.768238991904198,0.3973364345054937,0.39365661274791597,269,198,full,full,timesteps,4
57,8,114,269,99.5726018213308,end,99.04001332489386,261,53.32805035109228,53.20651559835534,30.52632225558316,30.768238991904198,0.3973364345054937,0.39365661274791597,269,198,full,full,timesteps,4
57,8,114,134,53.6084196458403,middle,51.2937020168287,135,53.131505764803684,53.058269611510205,30.43682493729378,30.514779499099816,0.39838543309258473,0.39444544425227973,267,198,full,full,timesteps,5
57,8,114,267,99.63526005123065,end,99.61740584174605,268,53.131505764803684,53.058269611510205,30.43682493729378,30.514779499099816,0.39838543309258473,0.39444544425227973,267,198,full,full,timesteps,5
58,8,116,134,53.30732886495989,middle,51.30298233578513,138,53.248986908114084,53.12711752694658,30.576033851004333,30.827230307575693,0.39914073038501735,0.3960233402190114,268,198,full,full,timesteps,1
