wolves,sheep,grass,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolves_gain_from_food,sheep_reproduce,wolves_reproduce,grass_regrowth
0,0,2601,104,20,30,68,11,4,24
2,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,2084,88,138,132,31,20,1,18,59
0,2095,54,138,132,31,20,1,18,59
0,1861,108,138,132,31,20,1,18,59
0,2019,96,138,132,31,20,1,18,59
0,2019,83,138,132,31,20,1,18,59
0,2097,70,138,132,31,20,1,18,59
0,2103,85,138,132,31,20,1,18,59
0,1883,65,138,132,31,20,1,18,59
0,2070,77,138,132,31,20,1,18,59
0,2123,76,138,132,31,20,1,18,59
0,2074,78,138,132,31,20,1,18,59
0,2001,78,138,132,31,20,1,18,59
0,1906,94,138,132,31,20,1,18,59
0,2013,81,138,132,31,20,1,18,59
0,1999,68,138,132,31,20,1,18,59
